posts,angry,fear,happy,neutral,sad,surprise
网络稳定性比网速更重要，尤其远程办公视频会议，ping值高了体验立马就差。,0.22,0.0,0.0,0.53,0.2,0.0
使用archlinux的这些年里，最大的好处是能完全自定义环境，缺点就是初期学习曲线陡。,0.0,0.0,0.13,0.67,0.11,0.05
家附近新开的便利店居然24小时营业，在这个点还能买到热饭热饮，感动。,0.0,0.0,0.66,0.0,0.0,0.43
最近在学kotlin协程模型，设计得确实比传统线程池灵活，但理解成本略高。,0.0,0.0,0.1,0.74,0.09,0.09
有时候感觉高效工作不只是靠工具，更多靠流程和自律。工具只是加速，不是起点。,0.08,0.0,0.09,0.49,0.29,0.07
去年写的一个python脚本被自己嫌弃太乱，重构了下，变量命名统一了，结构也清晰了不少。,0.0,0.0,0.42,0.41,0.14,0.09
三年内已经把nvidia显卡换了三次，每一代cuda driver都要重新适配，确实麻烦。,0.42,0.0,0.0,0.22,0.43,0.0
新出的笔记app多数主打“轻便+极简”，但真正写长内容的时候，功能总感觉少点什么。,0.08,0.0,0.0,0.62,0.3,0.1
音乐app推荐算法越来越离谱，连续三天推荐的歌都不是我听过的风格。,0.52,0.0,0.0,0.17,0.4,0.0
报税季又来了，每年这一套系统流程都不优化，每次登录都像第一次一样繁琐。,0.38,0.05,0.0,0.22,0.42,0.06
海南的冬天只有冷风，没有北方的干冷，但穿衣还是得多层叠加才保险。,0.0,0.0,0.25,0.61,0.17,0.06
最近测了下平均屏幕时间，一天八小时全在电脑前，确实该注意坐姿和护眼了。,0.0,0.0,0.27,0.49,0.18,0.13
看了《chatgpt提示词设计指南》，很多技巧在实际工作中也适用，特别是问题分解这块。,0.0,0.0,0.23,0.76,0.0,0.0
台式机不插电源的usb接口确实不能唤醒键盘，设计时候能不能加个物理切换更方便。,0.16,0.0,0.08,0.5,0.28,0.21
阅读paper的效率不高时，先扫结论再看结构图是一种办法，但不是所有论文都适用。,0.0,0.0,0.15,0.86,0.06,0.0
最近b站视频推荐质量下降得厉害，一直循环一些不感兴趣的内容，感觉算法有点抽风。,0.4,0.07,0.0,0.26,0.42,0.0
实测戴尔的服务比想象中靠谱，报修后第二天就上门换屏了，处理效率可以。,0.0,0.0,0.6,0.31,0.0,0.08
把markdown文档转成pdf时出现乱码问题，主要是字体没设置好，花了一点时间排查。,0.12,0.0,0.0,0.54,0.26,0.19
昨晚电信断网，连客服都打不通，第二天早上才恢复。备个移动热点是有必要的。,0.14,0.0,0.09,0.45,0.26,0.0
玩switch的健身环，最累的不是运动本身，是每次校准设备的那几分钟……,0.0,0.0,0.0,0.3,0.53,0.0
公交扫码乘车有时候网络差就刷不了，还是实体卡更稳定一些。,0.0,0.0,0.19,0.56,0.32,0.0
面试一个候选人时提到rust语言，结果对方连ownership都解释不清，这块基本概念不能省。,0.17,0.0,0.0,0.66,0.16,0.1
忘记备份chrome插件配置，重装后全得重新设置一遍，提醒自己定期导出设置文件。,0.0,0.0,0.1,0.64,0.23,0.0
看edx的公开课时发现很多老课程的字幕还是机器翻译的，术语部分会歧义挺大。,0.16,0.0,0.0,0.53,0.12,0.25
公司会议讨论流程冗长，不如提前收集资料写成wiki文档，开会效率会更高。,0.06,0.0,0.08,0.86,0.0,0.0
想了一下，人生中买得最值的可能就是机械键盘，用了五年一点问题没有。,0.0,0.0,0.12,0.34,0.36,0.17
最近大风天多，骑电动车上班明显吃力些，顺风时还能飙上去，逆风直接原地骑行。,0.07,0.0,0.0,0.41,0.52,0.0
喜欢收集老式电子设备，比如上世纪90年代的掌机，有些还能用，系统都很纯粹。,0.0,0.0,0.53,0.46,0.07,0.0
🧳出差小记：早上七点的高铁，十点准时到济南。见了三个客户，流程顺利。晚上回到酒店，对着报销单据校对了一遍，明天一早返程。,0.0,0.0,0.54,0.48,0.07,0.0
📌今天做了个小整理，把家里备用药物过了一遍有效期，竟然扔掉了7盒。提醒大家，别忽视这些小细节。,0.09,0.0,0.0,0.26,0.15,0.36
📖本月目标完成阅读4本书，目前已经完成2本。效率一般，争取月底前补完。计划清单已更新。,0.0,0.06,0.19,0.6,0.16,0.0
🏢和同事讨论项目逻辑链问题，最后重新做了流程图，算是理清了各部门之间的信息壁垒。沉住气再推进一周看看结果。,0.0,0.0,0.4,0.5,0.0,0.0
🚃今日坐地铁时听到两个学生背考研政治，内容竟然还能对上，感慨一下记忆力真的不是万能，全靠系统训练。,0.0,0.0,0.21,0.08,0.21,0.51
🍜试了家评价不错的面馆，味道一般，环境整洁加分，价格合理。适合工作日中午快速解决。,0.0,0.0,0.64,0.36,0.0,0.0
🧼家里终于换了洗衣机，老款用了十年，节能效果明显下降。这次选了直驱变频，声音小，体验不错。,0.0,0.0,0.82,0.2,0.14,0.0
📅复盘这两个月的生活开支，发现饮品类支出有点多，下个月开始做限额控制，计划每周最多三杯。,0.0,0.0,0.14,0.67,0.28,0.1
📷今天修了电脑相册分类，总算把旅行照片和工作素材分开，感觉清爽多了。分类这件事，真的会上瘾。,0.0,0.0,1.0,0.1,0.0,0.0
📎见了一位老客户，聊到合作细节他能马上报出过去几次改动的时间点，细节决定专业，佩服。,0.0,0.0,0.81,0.06,0.0,0.12
🌧️阴天的周日适合居家。收拾了阳台，修剪绿植，还顺便擦了窗户。干净整洁的空间让人安心。,0.0,0.0,0.85,0.23,0.0,0.0
🧾发票终于都入账了！整整等了十天。流程虽慢但还算规范。建议以后每次出差都建立电子记录，方便查找。,0.0,0.0,0.78,0.08,0.15,0.1
🔌给爸妈家换了智能插座，远程控制他们电饭煲煮饭的时间，省事了不少。他们说还挺新鲜。,0.0,0.0,0.72,0.23,0.07,0.09
🧍‍♂️站了一整天展会，脚酸得不行，资料袋换了两次还是装不下。建议明年布展重新考虑便携设计。,0.0,0.0,0.0,0.37,0.65,0.0
🖨️打印机终于修好，维修师傅说是进纸轮老化，建议半年清洁一次。又学到一个小常识。,0.0,0.0,0.52,0.28,0.13,0.14
📮今天收到了年初定制的钢笔，简单低调，握感不错。计划把工作日志开始转为手写记录试试看。,0.0,0.0,0.78,0.25,0.11,0.0
🎧最近试用白噪音助眠App，感觉对入睡确实有帮助。科技如果能用于改善生活小痛点，就挺值。,0.0,0.0,0.82,0.14,0.0,0.0
✍🏻每天固定30分钟写日记，持续了三个月。能明显感觉到自己更能理清情绪和思路了。,0.0,0.0,0.64,0.29,0.1,0.0
🎁母亲节提前准备的礼物已经寄出，考虑到快递慢，提前做了安排。爸妈那边最近也还好。,0.0,0.0,0.67,0.21,0.15,0.0
🏃‍♂️早起跑步21天，初期困难但现在已经开始期待晨跑后的那份清爽。早上空气比晚上好太多。,0.0,0.0,0.88,0.07,0.08,0.0
🍲单位食堂今天居然出了个新菜——黄焖鸡米饭。评价：味道还原度70%，价格偏高，下次不点了。,0.17,0.0,0.21,0.23,0.22,0.36
🧹周末大扫除把工具分类上墙了，找东西效率翻倍。小细节上的整理会让生活顺利很多。,0.0,0.0,0.77,0.32,0.0,0.0
🎯目标管理App体验报告：功能繁多反而影响效率，最终还是回归最基础的ToDo清单。,0.06,0.0,0.0,0.88,0.16,0.07
🕰️今天例行月度盘点，把时间花在重要的项目上还是值得的。下个月预算重新分配，削减临时采购。,0.0,0.0,0.42,0.62,0.11,0.0
📦快递到了却没人签收，联系快递员说“放在快递柜”，但柜门没开，最后还是自己跑下楼。自动化也要看人执行。,0.29,0.0,0.0,0.34,0.21,0.1
🗂️入职资料终于审核通过，从提交到通过刚好十个工作日。建议新人提前准备，不然容易卡时间。,0.0,0.0,0.28,0.49,0.19,0.08
💡今天开会提前半小时到场，顺利把PPT和会议资料调试完。很多事还是要提前准备。,0.0,0.0,0.5,0.34,0.12,0.0
🪑换了张新办公椅，腰椎确实舒服多了。提醒长时间对着电脑的朋友，椅子比鼠标重要。,0.0,0.0,0.68,0.31,0.14,0.0
📕最近在读《原则》，里面有一句话挺认同：“透明和真诚比聪明更重要。”工作中很多问题都来源于模糊。,0.0,0.0,0.33,0.61,0.06,0.0
📊今天完成了本季度工作报告，反复对过数据，确保无误。交出去的一刻才真正放心。,0.0,0.0,0.72,0.19,0.0,0.0
🔐把密码管理器整理了一遍，太久没管居然有几个密码用的是2015年的格式…安全问题真的不能拖。,0.3,0.09,0.0,0.0,0.24,0.46
🧳今天收拾出差箱时发现去年还没扔的行程单，提醒自己：不要过度依赖“以后再整理”的念头。,0.0,0.0,0.29,0.24,0.47,0.0
🌆今晚加班回家时的街景挺好，车少灯暖。城市深夜安静的时候，有种特别的秩序感。,0.0,0.0,0.86,0.18,0.0,0.0
🧊夏天来了，办公室空调开始了第一天战斗。提醒大家备好外套，别被冻感冒了。,0.0,0.0,0.42,0.33,0.12,0.0
📺今天在B站看了个工作效率相关的视频，方法是合理，但要实践还需调适节奏。,0.0,0.0,0.18,0.53,0.19,0.05
🎒发现自己出门前不查天气预报总要吃亏，今天就是。下雨没带伞，全身湿透，吸取教训。,0.25,0.06,0.09,0.1,0.53,0.0
🔍帮朋友分析了一份产品需求文档，发现有好几个假设条件没写清，沟通成本就是从这些细节开始累加的。,0.0,0.0,0.0,0.69,0.12,0.13
🧭旅游虽好，行程计划一定要细致。最近去苏州玩提前定好了所有门票和路线，体验感高很多。,0.0,0.0,0.64,0.35,0.06,0.0
☕早起试着自己磨了咖啡豆，味道确实比速溶强很多，不过清洗过程略繁琐，适合周末。,0.0,0.0,0.43,0.49,0.28,0.0
🧃新入的便携榨汁杯体验不错，清洗方便，出汁快，适合早上匆忙的节奏。推荐。,0.0,0.0,0.76,0.33,0.08,0.0
💬今天不太想说话，偶尔需要给自己一个静音模式。,0.0,0.0,0.18,0.45,0.38,0.0
🔍正在考虑新电脑配置，想了两天做了对比表格，下周去实体店摸摸实机再做决定。,0.0,0.0,0.1,0.7,0.16,0.08
🧯单位今天演练了消防流程，比以往更细化。对安全这件事，不应只靠意识，要靠流程。,0.0,0.0,0.18,0.79,0.0,0.0
🧼下班顺路把车洗了，刚好这几天下雨结束，趁干净多撑几天。,0.0,0.0,0.6,0.22,0.23,0.0
🧷今天整理旧票据时，翻出十年前去云南的火车票，才意识到很多记忆，是因为这些纸张才留住的。,0.0,0.0,0.27,0.16,0.45,0.19
🧪最近在用一款记账App测试新功能，希望能统计出情绪和花费的关系。,0.0,0.0,0.24,0.65,0.11,0.0
📦网购了一个收纳柜，装了整整一个小时才完成，终于能把阳台上的工具归类收好了。,0.0,0.0,0.78,0.13,0.22,0.0
🕯️朋友说最近生活有点没头绪，我说：把每一天过好，本身就是件不简单的事。,0.0,0.0,0.34,0.24,0.42,0.0
🧾换了张工资卡，流程出奇地顺利，柜员业务熟练，点赞！,0.0,0.0,0.97,0.0,0.0,0.0
🛠️买了一把小电钻，解决了家里几年的挂钩问题。果然有工具在手，效率提升不少。,0.0,0.0,0.81,0.15,0.1,0.13
今天任务完成得比预计早一小时，但也没开心多久，下一批已经压上来了。责任是永远干不完的活🙃,0.16,0.0,0.52,0.07,0.33,0.0
是我太固执了，还是这个世界真的变得越来越难理解？逻辑不通的事越来越多了。,0.3,0.0,0.0,0.1,0.61,0.15
看完电影出来第一反应是：人物动机经不起推敲，但节奏还行。别问我为什么还能给7分，主角演得稳。,0.0,0.0,0.71,0.18,0.0,0.08
你可以期待一个人，但别把期待变成依赖。不是谁都能接得住你的希望。,0.0,0.0,0.5,0.31,0.32,0.0
收拾房间发现大学的讲义还在，翻了两页决定保留。果然我骨子里是舍不得丢东西的人。,0.13,0.0,0.19,0.0,0.53,0.16
每次整理文档命名都标准到病态，结果别人还是说“你这版本我找不到”。行吧，我认命。,0.79,0.0,0.0,0.13,0.14,0.0
今天最崩溃的事：我把钥匙锁办公室里了，还下意识关了门。听我说谢谢你🙃,0.31,0.0,0.08,0.0,0.45,0.15
最近的感受：不是世界不讲逻辑，是讲逻辑的人越来越少了。无解。,0.28,0.0,0.0,0.18,0.44,0.09
星星不会说话，但一直在亮着。希望你也是。@tfboys-[name],0.08,0.0,0.8,0.12,0.11,0.0
实事求是讲，[name]在这部戏里比以前更沉稳了。台词拿捏得住，角色适配度高，进步明显。,0.0,0.0,0.78,0.26,0.0,0.0
又做了那个每月必做的梦：高考迟到。这心理阴影是真摆脱不了。,0.36,0.0,0.0,0.0,0.59,0.0
报告写完，数据核对三遍，流程清晰逻辑通顺……我居然有点小骄傲？（但没说）,0.0,0.05,0.6,0.0,0.0,0.37
不擅长表达，但不是没情绪。只是更多时候选了“先处理再说”。,0.2,0.0,0.0,0.35,0.47,0.0
吃了一碗加辣的面然后胃开始抗议。对身体的信任也要靠实际表现维系🙂,0.31,0.0,0.08,0.31,0.3,0.0
一早起来整理文件夹，发现去年计划今年几乎全没完成。然后默默加了个“2025版”。,0.12,0.0,0.0,0.18,0.49,0.27
加班回家路上看了眼星星，忽然想起来以前喜欢写天文笔记的事。人果然会变，但底色不会。,0.0,0.0,0.36,0.11,0.37,0.21
说实话，我更信数据和证据。但偶尔也希望某些好消息是真的，不用验证。,0.06,0.0,0.28,0.28,0.17,0.0
只想说：请对每个认真生活的人宽容一点。生活已经够难了。,0.21,0.0,0.11,0.06,0.62,0.0
工作邮件已读未回列表清空，状态栏终于清净一会儿。平静，是最奢侈的奖励。,0.0,0.0,0.79,0.1,0.12,0.0
一觉醒来发现桌上多了老妈煮的粥。她没说什么，我也没说。心里很暖。,0.0,0.0,0.9,0.06,0.12,0.0
整理了30个Excel表，眼睛快炸了，但数据对得上就是一种成就感。,0.0,0.0,0.87,0.0,0.0,0.08
听了[name]的新歌，旋律不复杂，歌词也简单。但有力量。,0.0,0.0,0.93,0.08,0.0,0.0
不是社恐，是懒得交际。你说我冷，其实我只是守规矩。,0.22,0.0,0.09,0.34,0.26,0.0
再一次被“工作推进会”榨干最后一点耐心。无效沟通就是时间黑洞。,0.91,0.12,0.0,0.09,0.12,0.0
[name]演技越来越稳。台词不用吼，眼神就能带剧情走，厉害。,0.0,0.07,0.92,0.06,0.0,0.0
躺在床上刷到一条评论，忽然觉得不是只有我一个人对这个世界感到疲惫。好事。,0.09,0.0,0.29,0.06,0.55,0.0
收到快递签收时写了“谢谢辛苦”，快递小哥回了个笑。心情也好一点。,0.0,0.0,1.0,0.0,0.0,0.0
有时候，不需要太多语言。一句“辛苦了”也能让人坚持下去。,0.0,0.0,0.8,0.09,0.1,0.0
朋友说我不懂浪漫，我笑笑——我只是习惯用行动说话。,0.1,0.0,0.57,0.17,0.34,0.0
下午会议上思路特别清晰，说完一段话自己都有点佩服自己🙂,0.0,0.0,0.86,0.08,0.0,0.0
你说“没事”，我知道有事。但我尊重你不想说。,0.31,0.0,0.11,0.23,0.2,0.12
计划表贴在墙上两个月了，今天终于全打钩。干得还行。,0.0,0.0,0.79,0.11,0.12,0.0
听完断桥的原声又循环了三遍，配合剧情是真的好哭。@tfboys-[name]你唱得稳。,0.08,0.0,0.38,0.09,0.55,0.0
现在的我越来越相信一句话：很多事急不来，慢慢来才是真正的快。,0.0,0.0,0.68,0.22,0.0,0.0
[name]演得好不是因为天赋，是那种一眼能看出来的努力感。值得。,0.0,0.0,0.98,0.07,0.0,0.0
最近越来越受不了“走流程”的那套，能不能直奔主题。,0.58,0.0,0.0,0.09,0.45,0.0
放假第一天没睡懒觉，6点醒，8点洗衣，10点做饭。ISTJ的放假方式🙂,0.13,0.0,0.17,0.3,0.3,0.12
家里的账目整理完了，记账习惯坚持五年，真不是因为勤快，是不想出差错。,0.05,0.0,0.78,0.11,0.13,0.0
[name]采访说“做音乐就像做表格，细节决定一切”，我认同这句。,0.0,0.0,0.41,0.55,0.0,0.05
看完[name]的直播，最佩服的是回答问题条理清晰不扯淡。这种人很难得。,0.0,0.0,0.84,0.07,0.0,0.0
听到一句话，“做一个干净的人，不插手他人的混乱。”好像就是我了。,0.14,0.0,0.41,0.32,0.0,0.11
生活不顺时就去洗个碗，至少这件事能被我掌控。,0.11,0.0,0.62,0.23,0.1,0.0
同事说我像数据库管理员，什么都归档命名好。你说这是夸我还是讽刺🙂,0.51,0.0,0.13,0.22,0.0,0.11
记录一下：今天是我第[n]次对同一个流程重复讲解。无语但习惯了。,0.26,0.0,0.14,0.3,0.31,0.0
如果你也在默默扛着很多事，那就打个“嗯”吧。我们都不容易。,0.06,0.0,0.49,0.18,0.3,0.0
音乐不一定非要炸，有力量的低音也能打动人。[name]的新曲做到了。,0.0,0.0,0.86,0.16,0.0,0.0
不喜欢社交但能配合流程。不是冷，是节能模式。,0.14,0.0,0.46,0.42,0.0,0.12
明明不是情绪化的人，但今天被一句歌词击中了。谁懂。,0.17,0.0,0.0,0.0,0.72,0.0
周末给爸妈买了份保险，没说什么，只希望他们健康。,0.0,0.0,0.81,0.06,0.14,0.0
每天最放松的时刻：睡前检查门窗插好、充电器接好、明天衣服准备好。安心入睡。,0.0,0.0,0.7,0.32,0.0,0.0
《关于未知的我们》第8集观后感：剧情推动逻辑清晰，节奏稳当，角色性格逐渐丰满，是近期难得认真制作的剧。,0.0,0.0,0.62,0.42,0.0,0.0
昨天复习到凌晨1点，早上6点起床照旧打卡晨跑。坚持做好该做的事，是对自己的负责。,0.0,0.0,0.75,0.12,0.07,0.0
不太喜欢热闹，也不主动社交。朋友不多，但相处稳定、互相信任，对我来说已足够。,0.0,0.0,0.65,0.32,0.13,0.0
邱宇辰的直播看完了。没有太多花里胡哨，就是认真唱歌，很舒服。,0.0,0.0,1.0,0.09,0.0,0.0
想开始列个剧本分析笔记，把《关于未知的我们》的人物行为动机逐一拆解。,0.09,0.05,0.0,0.74,0.1,0.0
今天在便利店看到《关于未知的我们》杂志特刊，封面设计配色统一，纸张质感不错，值得收藏。,0.0,0.0,0.74,0.32,0.0,0.0
周末计划：上午看完第9集，下午整理观剧笔记，晚上更新生活日志。,0.0,0.06,0.3,0.72,0.1,0.0
剧里小轩的台词写得很稳，感情克制但真挚，编剧真的下了功夫。,0.0,0.0,0.87,0.21,0.0,0.0
黄宏轩最近在Reels唱的一首《水星记》，节奏控制得很好，咬字清晰，值得反复听。,0.0,0.0,0.71,0.4,0.08,0.0
最近减脂进度：体重-2.6kg，体脂率-1.4%。记录一下。目标是5月底达标。,0.0,0.06,0.24,0.56,0.08,0.11
跟朋友一起追剧确实热闹，但一个人细看分析剧情更有收获。,0.0,0.0,0.83,0.23,0.0,0.0
邱宇辰的MBTI是ISFJ？挺符合，安静稳定，做事靠谱。看得出是真诚的人。,0.0,0.0,0.72,0.26,0.0,0.0
每天固定看剧一小时，再用半小时做观后反思。这种节奏刚刚好。,0.0,0.0,0.59,0.41,0.0,0.0
宏轩在剧里有几个细节处理得特别到位，比如回头的眼神，情绪递进自然。,0.0,0.0,0.46,0.63,0.0,0.0
以前没太关注偶像剧，但这部确实打破了我的刻板印象，值得一看。,0.0,0.0,0.81,0.21,0.08,0.0
《嘉宾》那场合唱，三人配合默契，声音层次分明。多听几遍还能发现细节。,0.0,0.0,0.5,0.49,0.0,0.0
今天重新整理了衣柜，把所有不穿的旧衣服打包准备捐出。清爽多了。,0.0,0.0,0.99,0.06,0.08,0.0
很喜欢剧里的色调设计，偏灰蓝调，符合剧情氛围，调色师值得一赞。,0.0,0.0,0.96,0.18,0.0,0.0
生活确实需要些目标感，无论是追剧、健身、学习，设定计划才能持久。,0.0,0.0,0.73,0.29,0.0,0.0
喜欢《关于未知的我们》是因为它不单纯讲爱，更讲成长与选择。,0.0,0.0,0.66,0.32,0.0,0.0
听了李旻浩翻唱的《love me or leave me》，音准和情绪掌握不错，清爽干净。,0.0,0.0,0.69,0.33,0.07,0.0
最近在做自己的音乐清单整理工作，给每首歌配一个心情标签。,0.07,0.0,0.26,0.54,0.11,0.05
感冒刚好，不敢剧烈运动，先恢复体力，按计划来。,0.0,0.05,0.43,0.39,0.21,0.06
昨晚观影：法国片《蝴蝶》。情节朴实，节奏舒缓，适合独处时看。,0.0,0.0,0.39,0.7,0.07,0.0
偶尔放空是必要的，但持续性怠惰会影响节奏。恢复节律很重要。,0.0,0.0,0.22,0.66,0.1,0.0
追星固然热情，但长期支持更靠信念与节制。热爱应当理性。,0.0,0.0,0.65,0.41,0.0,0.0
上班路上听《你有多傻》，歌词写得很细腻，不浮夸。,0.0,0.0,0.78,0.23,0.07,0.0
喜欢的人物设定是有逻辑、有成长轨迹的。偶像剧也能讲出深意。,0.0,0.0,0.83,0.27,0.0,0.0
看了八集，还没跳剧情，说明节奏把控不错。希望后半程别崩。,0.0,0.08,0.29,0.31,0.29,0.0
不擅长表达情绪，习惯默默记录。微博当作备忘录挺好。,0.0,0.0,0.46,0.37,0.2,0.0
想找时间去看黄宏轩提过的展。对作品与创作者的双重感兴趣。,0.06,0.0,0.28,0.51,0.1,0.06
骨科设定确实吸引人，但我更在意角色关系的发展合理性。,0.0,0.0,0.14,0.57,0.15,0.06
工作和剧的时间要分清楚，该做事时不能分心。,0.06,0.0,0.31,0.66,0.0,0.0
最近每天都有打卡学习进度，计划表也更新到了六月。井然有序。,0.0,0.0,0.82,0.17,0.0,0.0
虽然cp热度高，但我更喜欢看剧里他们本身的成长与互动。,0.0,0.0,0.73,0.32,0.0,0.0
对任何剧，逻辑大于感情。逻辑混乱的剧看不下去。,0.33,0.09,0.07,0.43,0.21,0.0
音乐是辅助叙事的一部分，《刻在我心底的名字》插得刚刚好。,0.0,0.0,0.37,0.61,0.1,0.0
有人问我怎么追剧还能记得这么清楚，其实是因为我做了分类笔记。,0.0,0.0,0.17,0.47,0.18,0.28
被夸理智粉，其实只是做什么事都习惯计划清楚、步步执行。,0.0,0.0,0.59,0.35,0.0,0.09
太多花式滤镜和语气词的内容看得头疼，干净直接的表达更打动人。,0.08,0.0,0.46,0.4,0.18,0.0
偶像剧也能严肃对待，这不是矛盾，是尊重内容。,0.12,0.0,0.37,0.48,0.0,0.12
偶像或演员不是神，只是普通人，他们认真工作就值得尊敬。,0.0,0.0,0.63,0.44,0.0,0.0
今日工作完成率100%，奖励自己看第10集！,0.0,0.0,0.89,0.1,0.0,0.0
网购来的剧周边质量还不错，标签缝线平整，布料手感细腻。,0.0,0.0,0.74,0.21,0.0,0.0
不喜欢夸张剪辑，情绪堆叠也要讲节制。细水长流才真情。,0.0,0.0,0.69,0.42,0.0,0.0
日常还是以提升自我为主，追剧是调剂而不是全部。,0.0,0.0,0.44,0.58,0.1,0.0
短剧快餐化很严重，《未知的我们》相对来说算是耐看型。,0.0,0.0,0.25,0.78,0.13,0.0
个人觉得粉丝文化要有边界感，理智是对偶像的尊重。,0.0,0.0,0.28,0.59,0.0,0.0
喜欢的角色会反复琢磨，甚至去看演员访谈了解角色外的思考。,0.0,0.0,0.4,0.67,0.0,0.0
有计划的生活，才能在琐碎中找到秩序。追剧也一样，要克制，才走得远。,0.0,0.0,0.66,0.3,0.0,0.0
"今日10km配速跑，控制在5'30""/km，天气阴，湿度大，提醒自己注意膝盖恢复。规律生活，才是效率的保障。",0.0,0.0,0.42,0.47,0.06,0.06
准点起床，跑完晨练7km，再复盘昨晚会议纪要，计划一周工作目标。把每一天过得像待办清单一样清晰。,0.0,0.06,0.67,0.33,0.0,0.0
本月累计跑量256km。细节决定上限，跑步亦是如此。坚持，不在一朝一夕，而在日积月累。,0.0,0.0,0.74,0.32,0.05,0.0
戈壁挑战前再做一次物资清点。补给、导航设备、应急包…一项不漏。严谨，是完成比赛的前提。,0.0,0.08,0.37,0.63,0.0,0.0
比赛结束，数据记录整理完成。不靠感觉，靠数据说话。下次可优化补盐策略。,0.05,0.0,0.35,0.64,0.07,0.0
"第五次配速员任务完成。5'45""/km配速稳定完成。配速如做人，稳妥、可依靠。",0.0,0.08,0.4,0.66,0.0,0.0
今日雨天改为楼梯机锻炼60分钟，心率区间控制在Zone2。有计划就不会焦虑。,0.0,0.07,0.52,0.4,0.12,0.0
读书1小时，《运动营养学基础》，了解更多科学训练方法。跑步不只是跑步，也是学习的过程。,0.0,0.0,0.35,0.71,0.05,0.0
午休时间复盘上月训练计划，计划本月加入2次间歇跑，提升乳酸阈值。,0.0,0.0,0.12,0.93,0.14,0.0
清明小长假不出游，每天晨跑+晚间复盘，节日也是自律的好机会。,0.0,0.0,0.55,0.35,0.09,0.0
补给策略尝试新口味能量胶，记录使用感与消化反应。数据积累，备战戈壁。,0.0,0.07,0.33,0.66,0.07,0.0
今日完成越野30km，爬升1280m，鞋子表现稳定，记入装备使用档案。,0.0,0.0,0.35,0.64,0.08,0.0
训练中突遇低血糖，提醒自己餐前碳水不可忽视。经验写进训练日志，避免再犯。,0.0,0.08,0.16,0.72,0.08,0.0
越野跑后恢复期重点拉伸和泡沫轴，安排睡眠提升恢复质量，身体是本钱。,0.0,0.0,0.42,0.58,0.08,0.0
报名成功：柴古越野，10月见。提前6个月训练安排出炉。计划开始，执行见真章。,0.0,0.0,0.53,0.5,0.0,0.0
被问跑步意义？大概是自律带来的内在秩序感。稳定，是我给自己的安全感。,0.0,0.0,0.52,0.35,0.0,0.16
这周第三次5AM起床跑步。不是热爱早起，是知道这样做最有效。,0.0,0.0,0.79,0.14,0.0,0.06
夜跑8km，轻微膝酸。明天调整为游泳交叉训练。要做事，也要保护能做事的身体。,0.0,0.05,0.32,0.42,0.32,0.0
分享一份装备清单模板，有序准备，临赛不乱。可复制可套用，自己也常更新。,0.0,0.0,0.63,0.43,0.0,0.0
配速测试：3km轻松跑+3km乳酸阈+3km缓和。数据完整，状态良好。,0.0,0.07,0.2,0.74,0.0,0.0
办公桌旁放泡沫轴，午间10分钟拉伸。办公也要讲效率，不能因腰痛分神。,0.0,0.0,0.19,0.78,0.0,0.0
工作重时运动时间压缩为HIIT 20分钟。再忙也不能完全放弃身体。,0.06,0.0,0.26,0.69,0.18,0.06
朋友圈多秀成绩，我更在意自己能否稳定地训练下去，保持节奏才是真能力。,0.0,0.0,0.65,0.21,0.0,0.0
参加马博会，了解装备趋势，新技术助力提升效率，理性选购，不盲从。,0.06,0.0,0.43,0.55,0.0,0.0
晚上配速课，训练强度高，睡前用筋膜枪放松腿部肌肉，规避第二天酸痛。,0.0,0.0,0.24,0.75,0.11,0.0
春天的目标：完成两场半马，跑量突破300km。目标明确，过程更有动力。,0.0,0.0,0.78,0.25,0.0,0.0
跑者之间的友谊，建立在一次次并肩训练、互相鼓励上，比社交更真实。,0.0,0.0,0.67,0.4,0.0,0.0
健身房有氧机没空位？换成原地跳绳。不是没有方法，是不愿意找方法。,0.45,0.0,0.0,0.22,0.44,0.0
天气回暖，骑行纳入计划，恢复期不等于偷懒期。持续训练，降低伤病率。,0.0,0.0,0.34,0.7,0.0,0.0
不在状态也要完成训练，哪怕降配速。自律，是对计划的尊重。,0.0,0.0,0.61,0.35,0.0,0.0
入手新装备前先做表格对比，性能、重量、价格、评测评分，不盲目不冲动。,0.05,0.0,0.24,0.73,0.0,0.0
工作压力大？坚持运动就是我的减压方式。有节律的身体，自然带来清晰的头脑。,0.0,0.0,0.73,0.27,0.0,0.0
报了场越野赛，倒推训练安排+高强度模拟练习。结果从来不是偶然。,0.0,0.06,0.33,0.35,0.11,0.13
吃不吃晚饭，睡多早，这些习惯决定你的身体状态，别等比赛才开始调整。,0.07,0.0,0.19,0.51,0.21,0.0
马拉松当天早起拉伸30分钟，早餐搭配熟悉碳水。比赛，准备的环节比比赛本身更重要。,0.0,0.0,0.29,0.7,0.0,0.0
跑步手表电量、胸带、音乐播放顺序，每次都提前一天确认，宁可麻烦，也不临场手忙脚乱。,0.0,0.0,0.34,0.55,0.0,0.0
比赛回来第二天，清空包、清洗装备、上传数据、复盘成绩。不拖延，是对自己的基本要求。,0.0,0.0,0.35,0.6,0.0,0.0
今日主练核心，仰卧起坐+平板支撑+负重卷腹，跑者的核心，是效率的基石。,0.0,0.0,0.36,0.67,0.0,0.0
大雨+低温，户外取消，转为室内坡度走。灵活调整，不代表懒惰。,0.08,0.0,0.31,0.58,0.1,0.06
